Window_Index,Real_Label,Real_Activity,Predicted_Label,Predicted_Activity,Is_Correct
1577,0,Downstairs,0,Downstairs,1
1578,4,Upstairs,5,Walking,0
1579,4,Upstairs,5,Walking,0
1580,4,Upstairs,5,Walking,0
1581,4,Upstairs,4,Upstairs,1
1582,4,Upstairs,5,Walking,0
1583,4,Upstairs,5,Walking,0
1584,4,Upstairs,5,Walking,0
1585,0,Downstairs,0,Downstairs,1
1586,0,Downstairs,0,Downstairs,1
1587,0,Downstairs,4,Upstairs,0
1588,0,Downstairs,0,Downstairs,1
1589,0,Downstairs,0,Downstairs,1
1590,0,Downstairs,0,Downstairs,1
1591,4,Upstairs,5,Walking,0
1592,4,Upstairs,5,Walking,0
1593,4,Upstairs,5,Walking,0
1594,4,Upstairs,5,Walking,0
1595,4,Upstairs,5,Walking,0
1596,4,Upstairs,5,Walking,0
1597,4,Upstairs,5,Walking,0
1598,4,Upstairs,5,Walking,0
1599,4,Upstairs,4,Upstairs,1
1600,4,Upstairs,5,Walking,0
1601,0,Downstairs,5,Walking,0
1602,0,Downstairs,5,Walking,0
1603,0,Downstairs,5,Walking,0
1604,0,Downstairs,5,Walking,0
1605,0,Downstairs,5,Walking,0
1606,0,Downstairs,5,Walking,0
1607,0,Downstairs,5,Walking,0
1608,4,Upstairs,1,Jogging,0
1609,4,Upstairs,1,Jogging,0
1610,4,Upstairs,1,Jogging,0
1611,4,Upstairs,1,Jogging,0
1612,4,Upstairs,1,Jogging,0
1613,4,Upstairs,1,Jogging,0
1614,4,Upstairs,1,Jogging,0
1615,0,Downstairs,0,Downstairs,1
1616,4,Upstairs,5,Walking,0
1617,4,Upstairs,4,Upstairs,1
1618,4,Upstairs,1,Jogging,0
1619,4,Upstairs,5,Walking,0
1620,4,Upstairs,5,Walking,0
1621,4,Upstairs,5,Walking,0
1622,4,Upstairs,5,Walking,0
1623,0,Downstairs,4,Upstairs,0
1624,0,Downstairs,0,Downstairs,1
1625,0,Downstairs,0,Downstairs,1
1626,0,Downstairs,0,Downstairs,1
1627,0,Downstairs,0,Downstairs,1
1628,4,Upstairs,4,Upstairs,1
1629,4,Upstairs,5,Walking,0
1630,4,Upstairs,5,Walking,0
1631,4,Upstairs,5,Walking,0
1632,4,Upstairs,5,Walking,0
1633,4,Upstairs,5,Walking,0
1634,4,Upstairs,5,Walking,0
1635,4,Upstairs,5,Walking,0
1636,4,Upstairs,5,Walking,0
1637,4,Upstairs,5,Walking,0
1638,4,Upstairs,5,Walking,0
1639,4,Upstairs,0,Downstairs,0
1640,0,Downstairs,0,Downstairs,1
1641,0,Downstairs,0,Downstairs,1
1642,0,Downstairs,0,Downstairs,1
1643,0,Downstairs,0,Downstairs,1
1644,0,Downstairs,0,Downstairs,1
1645,0,Downstairs,0,Downstairs,1
1646,0,Downstairs,0,Downstairs,1
1647,0,Downstairs,0,Downstairs,1
1648,0,Downstairs,0,Downstairs,1
1649,4,Upstairs,1,Jogging,0
1650,4,Upstairs,1,Jogging,0
1651,4,Upstairs,1,Jogging,0
1652,4,Upstairs,1,Jogging,0
1653,4,Upstairs,1,Jogging,0
1654,4,Upstairs,1,Jogging,0
1655,0,Downstairs,0,Downstairs,1
1656,0,Downstairs,5,Walking,0
1657,0,Downstairs,0,Downstairs,1
1658,0,Downstairs,0,Downstairs,1
1659,0,Downstairs,5,Walking,0
1660,0,Downstairs,5,Walking,0
1661,0,Downstairs,5,Walking,0
1662,0,Downstairs,5,Walking,0
1663,4,Upstairs,5,Walking,0
1664,4,Upstairs,5,Walking,0
1665,4,Upstairs,5,Walking,0
1666,4,Upstairs,5,Walking,0
1667,4,Upstairs,4,Upstairs,1
1668,0,Downstairs,5,Walking,0
1669,0,Downstairs,5,Walking,0
1670,0,Downstairs,4,Upstairs,0
1671,0,Downstairs,5,Walking,0
1672,4,Upstairs,4,Upstairs,1
1673,4,Upstairs,0,Downstairs,0
1674,4,Upstairs,5,Walking,0
1675,4,Upstairs,5,Walking,0
1676,4,Upstairs,5,Walking,0
1677,4,Upstairs,4,Upstairs,1
1678,4,Upstairs,0,Downstairs,0
1679,4,Upstairs,4,Upstairs,1
1680,4,Upstairs,5,Walking,0
1681,4,Upstairs,0,Downstairs,0
1682,0,Downstairs,4,Upstairs,0
1683,0,Downstairs,4,Upstairs,0
1684,0,Downstairs,4,Upstairs,0
1685,0,Downstairs,4,Upstairs,0
1686,0,Downstairs,4,Upstairs,0
1687,0,Downstairs,4,Upstairs,0
1688,0,Downstairs,4,Upstairs,0
1689,0,Downstairs,4,Upstairs,0
1690,0,Downstairs,4,Upstairs,0
1691,0,Downstairs,4,Upstairs,0
1692,4,Upstairs,4,Upstairs,1
1693,4,Upstairs,4,Upstairs,1
1694,4,Upstairs,4,Upstairs,1
1695,4,Upstairs,4,Upstairs,1
1696,4,Upstairs,4,Upstairs,1
1697,4,Upstairs,4,Upstairs,1
1698,4,Upstairs,4,Upstairs,1
1699,4,Upstairs,4,Upstairs,1
1700,4,Upstairs,4,Upstairs,1
1701,4,Upstairs,4,Upstairs,1
1702,4,Upstairs,4,Upstairs,1
1703,4,Upstairs,5,Walking,0
1704,0,Downstairs,0,Downstairs,1
1705,0,Downstairs,0,Downstairs,1
1706,0,Downstairs,0,Downstairs,1
1707,0,Downstairs,0,Downstairs,1
1708,0,Downstairs,0,Downstairs,1
1709,0,Downstairs,0,Downstairs,1
1710,0,Downstairs,0,Downstairs,1
1711,0,Downstairs,0,Downstairs,1
1712,4,Upstairs,5,Walking,0
1713,4,Upstairs,5,Walking,0
1714,4,Upstairs,5,Walking,0
1715,4,Upstairs,4,Upstairs,1
1716,4,Upstairs,4,Upstairs,1
1717,4,Upstairs,4,Upstairs,1
1718,4,Upstairs,4,Upstairs,1
1719,4,Upstairs,5,Walking,0
1720,0,Downstairs,0,Downstairs,1
1721,0,Downstairs,0,Downstairs,1
1722,0,Downstairs,0,Downstairs,1
1723,0,Downstairs,0,Downstairs,1
1724,0,Downstairs,0,Downstairs,1
1725,0,Downstairs,4,Upstairs,0
1726,0,Downstairs,0,Downstairs,1
1727,0,Downstairs,4,Upstairs,0
1728,0,Downstairs,4,Upstairs,0
1729,0,Downstairs,0,Downstairs,1
1730,0,Downstairs,0,Downstairs,1
1731,4,Upstairs,5,Walking,0
1732,4,Upstairs,5,Walking,0
1733,4,Upstairs,5,Walking,0
1734,4,Upstairs,5,Walking,0
1735,4,Upstairs,4,Upstairs,1
1736,4,Upstairs,5,Walking,0
1737,4,Upstairs,5,Walking,0
1738,4,Upstairs,5,Walking,0
1739,4,Upstairs,5,Walking,0
1740,4,Upstairs,5,Walking,0
1741,0,Downstairs,4,Upstairs,0
1742,0,Downstairs,4,Upstairs,0
1743,0,Downstairs,4,Upstairs,0
1744,0,Downstairs,4,Upstairs,0
1745,4,Upstairs,4,Upstairs,1
1746,4,Upstairs,4,Upstairs,1
1747,0,Downstairs,0,Downstairs,1
1748,0,Downstairs,0,Downstairs,1
1749,0,Downstairs,0,Downstairs,1
1750,0,Downstairs,0,Downstairs,1
1751,0,Downstairs,0,Downstairs,1
1752,0,Downstairs,0,Downstairs,1
1753,0,Downstairs,0,Downstairs,1
1754,0,Downstairs,4,Upstairs,0
1755,0,Downstairs,4,Upstairs,0
1756,0,Downstairs,0,Downstairs,1
1757,4,Upstairs,4,Upstairs,1
1758,4,Upstairs,4,Upstairs,1
1759,4,Upstairs,4,Upstairs,1
1760,4,Upstairs,4,Upstairs,1
1761,4,Upstairs,0,Downstairs,0
1762,4,Upstairs,0,Downstairs,0
